Lot Area,Neighborhood,Building Type,House Style,Overall Quality,Overall Condition,Year Built,Year Remodeled/Added,Unfinished Basement (SF),Central Air,1st Floor (SF),2nd Floor (SF),Above Ground Living Area (SF),Bedrooms,Kitchen Quality,Total Rooms,Garage Type,Garage Cars,Garage Area,Wood Deck (SF),Open Porch (SF),Enclosed Porch,Screen Porch,Year Sold,Sale Price,Total Bathrooms,Remodeled Y/N,Total Finished Basement (SF),Finished Basement/Abv Ground Living Area
5500,OldTown,1Fam,1.5Fin,5,7,1929,2001,0,Y,926,0,1316,3,TA,6,Detchd,2,484,0,0,0,0,2010,130000,2,Y,926,2242
7700,NAmes,1Fam,2Story,6,5,1966,1966,756,Y,1051,788,1839,4,TA,7,Attchd,2,442,0,124,216,0,2010,155000,2,N,0,1839
4800,OldTown,1Fam,1.5Fin,4,5,1900,1954,661,Y,1157,687,1844,3,TA,9,Basment,1,240,84,0,0,0,2010,80400,2,Y,48,1892
6900,OldTown,1Fam,1.5Fin,6,7,1938,2000,827,Y,827,424,1251,3,Fa,6,Detchd,1,240,0,0,0,0,2010,119000,1,Y,0,1251
11851,OldTown,1Fam,1.5Fin,5,7,1948,2009,247,Y,1027,606,1633,3,Gd,7,Detchd,1,240,0,100,126,0,2010,129000,1,Y,780,2413
8960,OldTown,1Fam,1Story,5,6,1927,1950,1008,Y,1028,0,1028,2,TA,5,Detchd,2,360,0,0,130,0,2010,115000,1,Y,0,1028
7407,OldTown,1Fam,1Story,6,7,1957,1996,312,Y,1236,0,1236,2,TA,6,Attchd,2,923,0,158,158,0,2010,149700,2,Y,600,1836
5790,OldTown,1Fam,2Story,3,6,1915,1950,840,N,840,765,1605,3,TA,8,Detchd,1,379,0,0,202,0,2010,107400,2,Y,0,1605
4608,OldTown,1Fam,1Story,4,6,1945,1950,747,Y,747,0,747,2,TA,4,Attchd,1,220,0,0,0,0,2010,80000,1,Y,0,747
7740,OldTown,1Fam,2Story,4,7,1910,1950,622,Y,741,622,1363,3,TA,6,Detchd,2,528,0,0,0,168,2010,125500,1,Y,0,1363
10560,OldTown,1Fam,2Story,6,7,1922,1994,455,Y,868,602,1470,2,TA,6,Detchd,2,624,0,0,0,0,2010,140750,2,Y,283,1753
7793,BrkSide,1Fam,2.5Unf,7,7,1922,2005,634,N,1160,908,2068,3,Gd,8,Detchd,1,315,0,0,60,0,2010,209500,2,Y,474,2542
5000,BrkSide,1Fam,1Story,4,7,1925,1950,577,N,765,0,765,2,Gd,4,Detchd,1,200,135,0,41,0,2010,87000,2,Y,188,953
8239,OldTown,1Fam,1.5Fin,5,6,1920,1962,832,Y,1060,185,1245,3,TA,6,Detchd,1,315,0,0,334,0,2010,100000,1,Y,176,1421
9656,OldTown,1Fam,1Story,2,2,1923,1970,678,N,832,0,832,2,TA,5,Detchd,2,780,0,0,0,0,2010,12789,1,Y,0,832
6000,BrkSide,1Fam,1.5Fin,6,7,1939,1950,144,Y,608,524,1132,2,TA,5,Detchd,1,240,0,0,128,0,2010,134000,2,Y,464,1596
6000,BrkSide,1Fam,1.5Fin,6,7,1948,1950,480,Y,780,636,1416,3,TA,6,Detchd,1,312,221,0,48,0,2010,139900,2,Y,300,1716
10800,OldTown,1Fam,1.5Fin,5,6,1915,1950,0,Y,966,686,1652,4,TA,7,Detchd,1,416,0,0,196,0,2010,139000,3,Y,686,2338
6240,BrkSide,1Fam,1.5Fin,5,7,1936,1980,252,Y,548,492,1040,2,TA,5,Detchd,2,624,306,0,32,0,2010,123900,1,Y,276,1316
9045,OldTown,2fmCon,2Story,5,3,1910,1950,840,N,1128,1128,2256,4,Fa,12,0,0,0,0,18,18,0,2010,76500,2,Y,0,2256
24090,ClearCr,1Fam,2Story,7,7,1940,1950,1032,Y,1207,1196,2403,4,TA,10,Attchd,1,349,56,0,318,0,2010,244400,2,Y,0,2403
6048,SWISU,2fmCon,1.5Fin,5,7,1910,1950,120,Y,936,744,1680,2,TA,7,Detchd,2,450,56,144,0,0,2010,114900,3,Y,736,2416
11340,OldTown,2fmCon,2Story,4,6,1885,1950,777,Y,1246,1044,2290,4,TA,11,Detchd,2,560,0,0,114,0,2010,122500,2,Y,0,2290
7800,Sawyer,1Fam,1Story,5,7,1966,2008,150,Y,892,0,892,3,Gd,5,Detchd,1,416,0,0,0,0,2010,137900,2,Y,714,1606
5830,BrkSide,1Fam,1.5Fin,5,6,1950,1997,200,Y,1030,582,1612,3,TA,7,Detchd,1,363,0,0,0,0,2010,128500,2,Y,788,2400
9364,Sawyer,1Fam,2Story,6,7,1969,1969,292,Y,663,689,1352,4,TA,7,Attchd,1,299,379,36,0,0,2010,158000,2,N,371,1723
20062,ClearCr,1Fam,1Story,7,7,1977,2001,328,Y,1483,0,1483,1,TA,4,Attchd,2,690,496,0,0,0,2010,270000,3,Y,1092,2575
9600,Sawyer,1Fam,1Story,4,7,1950,1995,625,Y,1067,0,1067,2,Gd,4,Attchd,2,436,290,0,0,0,2010,128000,2,Y,442,1509
6000,BrkSide,1Fam,1.5Fin,6,6,1940,1950,308,Y,848,348,1196,3,TA,6,Detchd,2,576,0,0,0,0,2010,128000,3,Y,264,1460
6360,BrkSide,1Fam,1.5Fin,5,6,1942,1950,316,Y,955,498,1453,3,Gd,7,Detchd,1,240,0,0,35,148,2010,132000,2,Y,519,1972
11479,Edwards,1Fam,1Story,6,7,1950,1987,172,Y,1074,0,1074,3,Gd,6,Attchd,1,467,0,52,52,0,2010,144500,2,Y,491,1565
9525,Edwards,1Fam,1Story,5,7,1954,1998,218,Y,1172,0,1172,3,TA,5,Attchd,1,366,240,0,0,0,2010,128000,2,Y,954,2126
6240,BrkSide,1Fam,1.5Fin,5,5,1930,1950,480,Y,928,608,1536,4,TA,7,Detchd,2,480,0,10,0,0,2010,138400,2,Y,448,1984
6120,OldTown,1Fam,1Story,6,5,1923,1950,164,Y,1068,0,1068,2,TA,5,Detchd,1,288,0,0,128,0,2010,109500,2,Y,960,2028
10300,OldTown,1Fam,2Story,7,6,1921,1950,576,Y,902,808,1710,3,TA,9,Detchd,2,480,12,11,64,0,2010,140000,2,Y,0,1710
8094,OldTown,1Fam,1.5Fin,4,5,1915,1950,888,Y,888,1074,1962,4,TA,9,Detchd,2,572,160,0,364,0,2010,149500,2,Y,0,1962
11100,Edwards,1Fam,1Story,4,7,1946,2006,0,Y,930,0,930,2,Gd,6,Detchd,1,308,0,0,0,0,2010,84900,1,Y,0,930
12361,SawyerW,1Fam,2Story,6,7,1993,1993,86,Y,964,838,1802,3,Gd,8,2Types,4,1017,450,92,0,0,2010,218000,4,N,860,2662
8472,IDOTRR,Duplex,1Story,5,5,1963,1963,0,N,816,0,816,2,TA,5,CarPort,2,516,106,0,0,0,2010,110000,2,N,816,1632
5600,IDOTRR,2fmCon,2Story,4,5,1930,1950,0,N,372,720,1092,3,Fa,7,0,0,0,0,0,0,0,2010,55000,2,Y,0,1092
8816,ClearCr,1Fam,SLvl,6,7,1971,1971,506,Y,1052,0,1052,3,TA,6,Attchd,2,440,0,0,0,0,2010,155000,2,N,504,1556
10900,CollgCr,1Fam,2Story,6,7,1977,1977,311,Y,689,703,1392,3,TA,6,Attchd,1,299,0,36,0,0,2010,161750,2,N,378,1770
15263,ClearCr,1Fam,1Story,5,5,1959,1959,656,Y,1675,0,1675,3,TA,8,Attchd,1,365,0,132,0,0,2010,173000,2,N,766,2441
10632,ClearCr,1Fam,1.5Fin,5,3,1917,1950,689,N,725,499,1224,3,Po,6,Detchd,1,180,0,0,248,0,2010,107500,2,Y,0,1224
9900,SWISU,2fmCon,1.5Fin,5,4,1915,1950,186,N,1212,180,1392,3,TA,6,0,0,0,0,0,168,0,2010,100000,2,Y,1026,2418
6001,SWISU,1Fam,1.5Fin,6,5,1940,1950,232,N,600,319,919,3,TA,5,Detchd,1,231,0,0,45,0,2010,95000,1,Y,368,1287
6449,SWISU,1Fam,2Story,4,1,1907,1950,634,N,942,942,1884,4,TA,7,0,0,0,0,0,239,0,2010,93369,2,Y,73,1957
9638,SWISU,1Fam,1.5Fin,6,7,1919,1990,804,Y,1699,748,2447,4,Gd,10,Detchd,1,336,272,0,42,116,2010,169000,2,Y,0,2447
8712,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,859,Y,859,319,1178,2,TA,7,Detchd,1,384,68,0,98,0,2010,102776,1,Y,0,1178
10773,Sawyer,Duplex,1Story,4,3,1967,1967,1128,N,1832,0,1832,4,TA,8,0,0,0,0,58,0,0,2010,136000,4,N,704,2536
10778,Sawyer,Duplex,1Story,4,5,1968,1968,1768,N,1768,0,1768,4,TA,8,0,0,0,0,0,0,0,2010,136500,2,N,0,1768
11625,Sawyer,2fmCon,1Story,5,4,1965,1965,198,Y,1039,0,1039,3,TA,6,Attchd,2,504,0,0,0,0,2010,131500,3,N,841,1880
11341,Sawyer,1Fam,1Story,5,6,1957,1996,90,Y,1392,0,1392,3,TA,5,Detchd,2,528,0,0,0,95,2010,121500,3,Y,1302,2694
8521,Sawyer,1Fam,1Story,5,5,1967,1967,70,Y,912,0,912,3,TA,5,Detchd,1,336,0,0,0,0,2010,125000,1,N,842,1754
8712,IDOTRR,1Fam,1Story,4,7,1896,1950,756,Y,952,0,952,3,TA,5,Detchd,1,330,0,0,265,0,2010,50138,1,Y,0,952
9620,Mitchel,1Fam,SLvl,6,7,1977,1977,564,Y,1285,0,1285,3,Gd,6,Attchd,2,473,375,26,0,0,2010,190000,3,N,679,1964
1476,MeadowV,Twnhs,2Story,4,7,1970,1970,370,Y,546,546,1092,3,TA,5,0,0,0,200,26,0,0,2010,76000,2,N,176,1268
7832,Sawyer,1Fam,1Story,5,5,1968,1968,89,Y,864,0,864,2,TA,4,Detchd,1,280,226,0,0,0,2010,137250,2,N,775,1639
7424,Sawyer,Duplex,SFoyer,5,5,1978,1978,0,Y,1373,0,1373,3,TA,5,Attchd,2,591,0,0,0,0,2010,160250,2,N,1319,2692
11227,Sawyer,1Fam,2Story,5,5,1968,1968,0,Y,720,720,1440,4,TA,7,Attchd,2,480,192,38,0,0,2010,163000,2,N,720,2160
11616,Sawyer,1Fam,2Story,6,5,1978,1978,234,Y,672,714,1386,3,TA,6,Attchd,2,440,335,0,0,0,2010,158900,3,N,438,1824
14000,ClearCr,1Fam,2Story,7,5,1996,1997,105,Y,1306,954,2260,3,Gd,7,Attchd,2,533,296,44,0,0,2010,328000,4,Y,1201,3461
6953,Mitchel,1Fam,1Story,5,7,1971,2004,395,Y,874,0,874,3,TA,5,Detchd,1,352,0,0,0,0,2010,130000,1,Y,469,1343
9259,Sawyer,1Fam,1Story,4,4,1927,1950,660,N,756,0,756,2,TA,4,Detchd,2,440,80,0,0,0,2010,85000,1,Y,0,756
26142,Mitchel,1Fam,1Story,5,7,1962,1962,595,Y,1188,0,1188,3,TA,6,Attchd,1,312,261,39,0,0,2010,157900,1,N,593,1781
23595,ClearCr,1Fam,1Story,7,6,1979,1979,74,Y,1332,192,1524,0,Gd,4,Attchd,2,586,268,0,0,0,2010,260000,3,N,1258,2782
17082,ClearCr,1Fam,2Story,6,5,1978,1992,153,Y,1117,864,1981,4,Gd,8,Attchd,2,522,336,104,0,0,2010,230000,4,Y,964,2945
18600,Edwards,1Fam,1.5Fin,3,4,1938,1990,0,Y,1052,558,1610,4,Fa,8,Attchd,1,480,0,0,60,0,2010,124000,3,Y,972,2582
10625,Edwards,1Fam,1Story,5,5,1920,1950,350,N,835,0,835,2,TA,5,Basment,1,366,0,0,77,0,2010,83000,1,Y,108,943
12887,Mitchel,1Fam,1Story,5,7,1984,1984,36,Y,833,0,833,2,Gd,5,Attchd,2,495,431,0,0,0,2010,149900,2,N,797,1630
9571,Edwards,1Fam,1Story,5,6,1956,1956,405,Y,1144,0,1144,3,TA,6,Attchd,1,596,44,0,0,0,2010,129000,2,N,739,1883
9350,Edwards,1Fam,1.5Fin,4,6,1947,1979,564,Y,1169,0,1531,3,TA,8,Detchd,1,209,0,0,0,0,2010,127000,1,Y,192,1723
13860,NAmes,1Fam,SLvl,8,7,1972,1995,542,Y,2000,704,2704,4,Ex,9,Attchd,2,538,269,111,0,0,2009,345000,4,Y,1410,4114
10420,Edwards,1Fam,1Story,6,5,2009,2009,1176,Y,1212,0,1212,3,Gd,6,Attchd,2,460,100,22,0,0,2010,186000,2,N,36,1248
17485,Edwards,1Fam,1Story,7,5,2009,2010,162,Y,1508,0,1508,1,Gd,5,Attchd,2,572,0,0,0,0,2010,308030,2,Y,1346,2854
11200,Edwards,1Fam,1Story,5,3,1964,1964,1250,Y,1298,0,1298,3,TA,5,Detchd,2,504,0,144,0,0,2010,114000,2,N,0,1298
7837,Gilbert,1Fam,2Story,6,7,1993,1994,799,Y,799,772,1571,3,TA,7,Attchd,2,380,0,40,0,0,2009,178000,3,Y,0,1571
9206,SawyerW,1Fam,2Story,6,5,1985,1985,741,Y,977,755,1732,3,Gd,7,Attchd,2,476,192,46,0,0,2010,178000,3,N,0,1732
11980,SawyerW,1Fam,1Story,7,5,1987,1987,0,Y,1433,0,1433,1,Gd,4,Attchd,2,528,0,278,0,266,2010,270000,3,N,1433,2866
13005,NWAmes,1Fam,2Story,7,7,1980,1980,153,Y,1153,1200,2353,4,Ex,10,Attchd,2,484,288,195,0,0,2009,260000,4,N,692,3045
9938,SawyerW,1Fam,2Story,7,5,1993,1994,300,Y,1062,887,1949,3,Gd,8,Attchd,2,574,156,90,0,0,2010,236000,4,Y,750,2699
9069,SawyerW,1Fam,SFoyer,6,6,1992,1992,189,Y,996,0,996,2,Gd,5,Attchd,2,564,120,0,0,0,2010,147000,2,N,747,1743
10475,CollgCr,1Fam,1Story,8,5,2008,2008,1694,Y,1694,0,1694,3,Gd,7,Attchd,3,776,160,33,0,0,2010,245350,2,N,0,1694
6762,CollgCr,1Fam,1Story,7,5,2006,2006,501,Y,1208,0,1208,2,Gd,6,Attchd,2,632,105,61,0,0,2010,206000,3,N,686,1894
10402,CollgCr,1Fam,1Story,7,5,2009,2009,1226,Y,1226,0,1226,3,Gd,6,Attchd,3,740,0,36,0,0,2010,198900,2,N,0,1226
7360,CollgCr,1Fam,1Story,7,5,2010,2010,1198,Y,1222,0,1222,2,Gd,6,Attchd,2,615,0,54,0,0,2010,187000,2,N,24,1246
12376,SawyerW,1Fam,2Story,7,5,1990,1990,203,Y,1699,1523,3222,5,Gd,11,Attchd,3,594,367,0,0,0,2010,320000,4,N,1470,4692
16635,NWAmes,1Fam,1Story,6,7,1977,2000,356,Y,1602,0,1602,3,Gd,8,Attchd,2,529,240,0,0,0,2009,215000,3,Y,1246,2848
12388,NWAmes,1Fam,2Story,7,7,1980,1991,441,Y,1539,1134,2673,4,Gd,9,BuiltIn,2,441,178,84,0,0,2009,249000,3,Y,602,3275
11105,CollgCr,1Fam,SFoyer,5,5,1996,1996,0,Y,965,0,965,2,TA,4,Attchd,2,580,71,0,0,0,2010,159000,2,N,870,1835
9337,CollgCr,1Fam,2Story,7,5,1997,1998,525,Y,892,800,1692,3,TA,8,Attchd,2,513,0,39,0,0,2010,191000,3,Y,353,2045
8750,CollgCr,1Fam,2Story,6,5,1998,1998,299,Y,804,878,1682,3,Gd,7,Attchd,2,523,0,77,0,0,2010,200500,3,N,505,2187
10304,NWAmes,1Fam,2Story,5,7,1976,1976,399,Y,1088,780,1868,4,Gd,9,Attchd,2,484,448,96,0,0,2009,197500,4,N,381,2249
9373,NWAmes,1Fam,1Story,5,7,1975,1975,120,Y,1621,0,1621,3,TA,7,Attchd,2,478,0,0,0,490,2009,213000,3,N,1501,3122
10650,CollgCr,1Fam,1Story,5,6,1976,1976,0,Y,894,0,894,3,TA,5,Attchd,1,308,365,0,0,0,2010,128200,2,N,894,1788
7480,CollgCr,1Fam,1Story,5,6,1972,1972,396,Y,876,0,876,3,TA,5,Detchd,2,484,0,0,0,0,2010,127000,2,N,480,1356
10389,CollgCr,1Fam,1Story,8,5,2003,2003,296,Y,1978,0,1978,3,Gd,8,Attchd,3,850,188,25,0,0,2010,318000,4,N,1682,3660
11423,CollgCr,1Fam,1Story,8,5,2001,2002,223,Y,1601,0,1601,3,Gd,6,Attchd,2,670,180,0,0,0,2010,272000,3,Y,1358,2959
9548,CollgCr,1Fam,2Story,7,6,2003,2003,458,Y,941,888,1829,3,Gd,7,Attchd,2,613,192,39,0,0,2010,237000,4,N,483,2312
9375,CollgCr,1Fam,2Story,7,5,1997,1997,1040,Y,1044,1054,2098,4,Gd,9,Attchd,2,621,331,38,0,0,2010,240000,3,N,0,2098
12137,CollgCr,1Fam,1Story,7,5,1998,1998,1649,Y,1661,0,1661,3,Gd,6,Attchd,2,598,0,34,0,0,2010,224900,2,N,0,1661
4435,CollgCr,TwnhsE,1Story,6,5,2003,2003,176,Y,848,0,848,1,Gd,4,Attchd,2,420,140,0,0,0,2010,143750,2,N,672,1520
4426,CollgCr,TwnhsE,1Story,6,5,2004,2004,186,Y,848,0,848,1,Gd,3,Attchd,2,420,160,0,0,0,2010,143000,2,N,662,1510
10635,CollgCr,1Fam,1Story,8,5,2003,2003,315,Y,1668,0,1668,3,Gd,8,Attchd,2,502,0,262,0,0,2010,232000,3,N,1342,3010
8400,CollgCr,1Fam,1Story,7,5,2004,2005,761,Y,1484,0,1484,3,Gd,7,Attchd,2,606,0,35,0,0,2010,213000,3,Y,712,2196
8773,CollgCr,1Fam,1Story,7,5,2004,2004,1390,Y,1414,0,1414,3,Gd,6,Attchd,2,494,132,105,0,0,2010,185500,2,N,24,1438
8777,Edwards,1Fam,1Story,3,6,1945,2007,0,N,640,0,640,2,TA,5,Detchd,1,240,0,0,0,0,2010,84900,1,Y,0,640
8842,Edwards,1Fam,1Story,5,6,1954,1954,381,Y,992,0,992,3,TA,6,Detchd,1,319,60,0,56,0,2010,155891,1,N,0,992
9825,Edwards,Duplex,1Story,5,5,1965,1965,0,N,1664,0,1664,4,TA,8,0,0,0,0,0,0,0,2010,100000,2,N,0,1664
10044,Edwards,1Fam,1Story,5,6,1968,1968,126,Y,1196,0,1196,3,TA,6,Attchd,1,336,257,0,168,0,2010,144000,2,N,1070,2266
11792,Edwards,1Fam,1.5Fin,4,5,1948,1950,744,N,792,328,1120,2,Fa,5,Detchd,2,480,0,0,0,160,2010,64000,1,Y,0,1120
6305,Edwards,1Fam,SLvl,6,6,1975,1975,480,Y,1096,0,1096,3,TA,5,Detchd,1,352,0,0,0,0,2010,125200,2,N,528,1624
7819,Edwards,1Fam,SLvl,6,5,1976,1976,480,Y,1117,0,1117,3,TA,6,Detchd,2,672,144,0,0,0,2010,107000,2,N,549,1666
6410,Edwards,1Fam,1Story,4,5,1958,1958,960,Y,960,0,960,3,TA,5,0,0,0,0,0,0,0,2010,90000,1,N,0,960
8546,Edwards,1Fam,1Story,4,5,2003,2004,1121,Y,1121,0,1121,2,TA,5,Attchd,2,440,132,64,0,0,2010,140000,2,Y,0,1121
8741,Edwards,1Fam,1.5Fin,6,4,1945,1950,641,Y,798,689,1487,3,TA,7,Detchd,1,220,0,140,0,0,2010,113000,2,Y,94,1581
12180,Edwards,2fmCon,1.5Fin,4,4,1941,1950,324,N,672,252,924,2,Fa,5,Detchd,1,280,0,0,0,0,2010,80000,2,Y,348,1272
8562,Edwards,1Fam,1Story,5,6,1957,2002,833,Y,1526,0,1526,4,TA,7,Basment,1,364,116,78,0,0,2010,144500,1,Y,383,1909
4853,SWISU,1Fam,1Story,5,6,1924,1999,974,N,1296,0,1296,2,Fa,5,Detchd,1,260,0,0,36,0,2010,104000,2,Y,133,1429
6858,SWISU,1Fam,2Story,6,4,1915,1950,806,N,841,806,1647,4,Fa,6,Detchd,1,216,0,66,136,0,2010,128000,3,Y,0,1647
8212,Edwards,1Fam,1Story,3,3,1914,1950,661,N,864,0,864,2,TA,5,Detchd,1,200,0,0,96,0,2010,58500,2,Y,203,1067
5000,SWISU,1Fam,1.5Fin,5,6,1924,1950,808,Y,1026,665,1691,3,Gd,6,Detchd,1,308,0,0,242,0,2010,127000,2,Y,218,1909
7890,SWISU,1Fam,1Story,6,6,1939,1950,618,Y,856,0,856,2,TA,4,Detchd,2,399,0,0,0,166,2010,126000,2,Y,238,1094
7200,SWISU,Duplex,2Story,4,6,1967,1967,0,Y,862,1788,2650,6,TA,10,0,0,0,0,0,0,0,2010,160000,3,N,0,2650
9839,SWISU,1Fam,1.5Fin,5,2,1931,1950,894,Y,894,772,1666,3,TA,7,0,0,0,0,156,0,0,2010,100000,2,Y,0,1666
8510,NAmes,1Fam,1Story,5,7,1971,1971,543,Y,1050,0,1050,3,TA,6,Attchd,1,336,0,0,0,0,2009,143000,3,N,500,1550
10452,Crawfor,1Fam,1.5Fin,7,6,1941,1985,850,Y,1225,908,2133,4,TA,8,Attchd,1,312,0,0,86,0,2010,257500,3,Y,678,2811
15600,Crawfor,Duplex,2Story,5,6,1950,1991,657,Y,1102,1075,2177,5,TA,11,Detchd,2,484,0,0,0,0,2010,215000,3,Y,375,2552
8120,NAmes,1Fam,1Story,4,7,1970,1970,673,Y,864,0,864,3,TA,5,Detchd,2,463,0,0,0,0,2009,124500,1,N,191,1055
9000,NAmes,1Fam,1Story,4,7,1971,2006,624,Y,864,0,864,3,TA,5,Detchd,2,576,200,0,0,0,2009,130000,1,Y,240,1104
19645,Crawfor,1Fam,SLvl,7,6,1994,2007,80,Y,896,756,1652,3,Gd,6,BuiltIn,2,473,0,0,0,0,2010,203135,4,Y,343,1995
3907,Blueste,TwnhsE,1Story,8,6,1989,1989,235,Y,1034,0,1034,1,Gd,4,Attchd,2,598,141,36,0,0,2010,185000,2,N,747,1781
3907,Blueste,TwnhsE,1Story,8,5,1989,1989,1115,Y,1191,0,1191,2,Gd,5,Attchd,2,531,112,81,0,0,2010,162500,2,N,76,1267
1680,BrDale,Twnhs,2Story,5,7,1972,1972,399,Y,630,672,1302,3,TA,6,Detchd,1,264,185,0,0,0,2009,119500,3,N,231,1533
10710,NAmes,1Fam,1Story,5,7,1966,2004,220,Y,1120,0,1120,3,TA,5,Attchd,2,656,0,162,0,0,2009,148800,2,Y,644,1764
8154,IDOTRR,1Fam,1Story,2,5,1941,1950,0,Y,540,0,540,1,TA,4,Detchd,1,200,0,0,0,0,2010,82000,1,Y,480,1020
9140,IDOTRR,1Fam,1.5Fin,6,5,1921,1975,321,Y,727,380,1107,2,TA,5,Detchd,1,625,0,56,0,200,2010,110000,1,Y,308,1415
7500,IDOTRR,1Fam,1.5Fin,4,4,1920,1950,698,Y,698,430,1128,2,TA,6,Detchd,2,528,30,0,164,0,2010,68400,1,Y,0,1128
46589,NoRidge,1Fam,2Story,8,7,1994,2005,88,Y,1686,762,2448,4,Gd,8,Attchd,3,711,517,76,0,0,2009,402000,4,Y,1541,3989
8712,IDOTRR,1Fam,1Story,5,5,1952,1952,540,N,1044,0,1044,2,Fa,4,Basment,2,504,0,0,0,0,2010,55993,1,N,0,1044
10274,SawyerW,1Fam,2Story,6,7,1986,1986,345,Y,698,702,1400,3,TA,6,Attchd,2,465,0,48,0,0,2009,162000,3,N,331,1731
3811,Crawfor,TwnhsE,1Story,8,5,2004,2005,221,Y,1646,0,1646,2,Gd,5,Attchd,2,525,128,53,0,155,2010,246000,4,Y,1373,3019
11050,Mitchel,1Fam,2Story,8,5,1998,1999,434,Y,1036,880,1916,3,Gd,8,Attchd,3,741,0,70,0,0,2010,254900,4,Y,615,2531
8250,SawyerW,Duplex,2Story,6,7,1981,1981,0,Y,964,918,1882,4,TA,8,Attchd,2,612,0,0,0,0,2009,160000,2,N,0,1882
9196,Mitchel,1Fam,1Story,7,5,2003,2003,1560,Y,1560,0,1560,3,Gd,7,Attchd,2,573,100,150,0,0,2010,201000,2,N,0,1560
12328,Mitchel,1Fam,SLvl,6,5,1976,1976,473,Y,1034,0,1034,3,TA,6,Attchd,3,888,0,0,0,0,2010,169900,2,N,539,1573
12760,Mitchel,Duplex,1Story,6,5,1976,1976,1958,Y,2048,0,2048,5,TA,9,2Types,2,776,0,0,0,0,2010,170000,3,N,0,2048
57200,Timber,1Fam,1Story,5,5,1948,1950,60,Y,1687,0,1687,3,TA,7,Detchd,2,572,0,0,50,0,2010,160000,2,Y,687,2374
11896,Timber,1Fam,1Story,7,5,2008,2008,1258,Y,1346,0,1346,3,Gd,6,Attchd,3,660,100,48,0,0,2010,220000,3,N,78,1424
9803,Timber,1Fam,1Story,7,5,2009,2010,1214,Y,1214,0,1214,2,Gd,6,Attchd,2,520,0,25,0,0,2010,179781,2,Y,0,1214
9802,Timber,1Fam,2Story,5,5,2006,2007,384,Y,744,700,1444,3,TA,7,BuiltIn,2,400,100,0,0,0,2010,174000,3,Y,0,1444
12003,Timber,1Fam,2Story,8,5,2009,2010,774,Y,774,1194,1968,4,Ex,8,BuiltIn,3,680,0,75,0,0,2010,269500,3,Y,0,1968
11316,Timber,1Fam,2Story,7,5,2002,2003,193,Y,824,1070,1894,4,Gd,8,BuiltIn,2,510,0,40,0,0,2010,214900,4,Y,624,2518
14191,Timber,1Fam,2Story,8,5,2002,2002,967,Y,993,915,1908,4,Gd,9,Attchd,2,431,135,0,0,0,2010,202900,3,N,0,1908
13214,Timber,1Fam,1Story,9,5,2008,2009,2002,Y,2018,0,2018,3,Ex,10,Attchd,3,746,144,76,0,0,2010,378500,2,Y,0,2018
15300,Mitchel,1Fam,1Story,5,5,1965,1977,1026,Y,1264,0,1264,2,TA,7,Attchd,2,528,0,0,0,0,2010,169000,2,Y,42,1306
10114,Mitchel,1Fam,1Story,5,5,2004,2005,1430,Y,1430,0,1430,3,Gd,7,Attchd,2,624,0,0,0,0,2010,173500,2,Y,0,1430
9400,Mitchel,Duplex,2Story,6,5,1971,1971,912,Y,912,912,1824,4,TA,8,0,0,0,128,0,0,0,2010,139000,4,N,0,1824
11875,Mitchel,1Fam,1Story,5,5,1999,1999,1344,Y,1344,0,1344,3,TA,7,Attchd,2,686,328,0,0,0,2010,166500,2,N,0,1344
1974,MeadowV,TwnhsE,2Story,4,5,1973,1973,212,Y,546,546,1092,3,TA,6,Attchd,1,286,120,96,0,0,2010,83500,2,N,334,1426
2394,MeadowV,Twnhs,1Story,5,6,1973,1973,30,Y,945,0,945,2,TA,5,Attchd,1,253,174,0,56,108,2010,119500,3,N,915,1860
2592,MeadowV,TwnhsE,2Story,5,3,1976,1976,175,Y,536,576,1112,3,TA,4,Attchd,1,336,182,0,0,0,2010,85000,2,N,361,1473
9156,NWAmes,1Fam,1Story,6,7,1968,1968,1489,Y,1489,0,1489,3,Gd,7,Attchd,2,462,0,0,0,0,2009,185750,2,N,0,1489
1491,MeadowV,TwnhsE,SFoyer,4,6,1972,1972,0,Y,630,0,630,1,TA,3,0,0,0,96,24,0,0,2010,75500,2,N,630,1260
1900,MeadowV,TwnhsE,2Story,4,4,1970,1970,546,Y,546,546,1092,3,TA,5,0,0,0,0,0,0,0,2010,88250,2,N,0,1092
1890,MeadowV,TwnhsE,2Story,4,6,1972,1972,252,Y,546,546,1092,3,TA,5,Attchd,1,286,0,0,64,0,2010,85500,2,N,294,1386
10400,NWAmes,1Fam,2Story,6,7,1967,1997,932,Y,1271,1369,2640,5,Gd,8,Attchd,2,515,0,120,0,168,2009,256900,3,Y,0,2640
13774,NWAmes,1Fam,2Story,7,7,1977,1992,476,Y,1316,972,2288,4,Gd,8,Attchd,2,520,321,72,0,156,2009,230000,3,Y,432,2720
7436,NAmes,1Fam,1Story,4,7,1960,1960,160,Y,894,0,894,2,TA,5,Detchd,2,396,0,0,0,0,2009,141500,2,N,734,1628
7700,Mitchel,Duplex,2Story,5,2,1985,1986,1216,Y,1216,1216,2432,4,TA,10,Attchd,2,616,200,0,0,0,2010,159000,6,Y,0,2432
